ar_row_id,bg_row_id,el_row_id,fr_row_id,it_row_id,checks_passed
143,691,1238,2399,2618,10
143,628,1962,2399,2740,10
143,628,1962,2399,2630,10
143,628,1962,2399,2752,10
143,628,1962,2399,2618,10
143,628,1531,2399,2630,10
143,628,1531,2399,2752,10
143,628,1531,2399,2618,10
143,628,1256,2399,2752,10
143,628,1256,2399,2618,10
143,628,1238,2399,2740,10
143,628,1238,2399,2630,10
143,628,1238,2399,2752,10
143,628,1238,2399,2618,10
143,628,1329,2399,2752,10
143,628,1329,2399,2618,10
143,628,1522,2399,2740,10
143,628,1522,2399,2630,10
143,628,1522,2399,2752,10
143,628,1522,2399,2618,10
143,628,1971,2399,2740,10
143,628,1971,2399,2630,10
143,628,1971,2399,2752,10
143,628,1971,2399,2618,10
143,628,1671,2399,2740,10
143,628,1671,2399,2630,10
143,628,1671,2399,2752,10
143,628,1671,2399,2618,10
143,870,1531,2399,2618,10
143,870,1285,2399,2618,10
143,870,1238,2399,2618,10
143,870,1522,2399,2618,10
143,870,1671,2399,2618,10
143,837,1962,2399,2740,10
143,837,1962,2399,2752,10
143,837,1962,2399,2618,10
143,837,1971,2399,2740,10
143,837,1971,2399,2752,10
143,837,1971,2399,2618,10
143,694,1962,2399,2630,10
143,694,1962,2399,2752,10
143,694,1962,2399,2618,10
143,694,1256,2399,2752,10
143,694,1256,2399,2618,10
143,694,1329,2399,2752,10
143,694,1329,2399,2618,10
143,694,1971,2399,2630,10
143,694,1971,2399,2752,10
143,694,1971,2399,2618,10
391,734,1531,2399,2618,10
391,734,1285,2399,2618,10
391,734,1238,2399,2618,10
391,734,1522,2399,2618,10
391,734,1778,2399,2618,10
391,691,1531,2399,2618,10
391,691,1238,2399,2618,10
391,628,1962,2399,2630,10
391,628,1962,2399,2752,10
391,628,1962,2399,2618,10
391,628,1531,2399,2630,10
391,628,1531,2399,2752,10
391,628,1531,2399,2618,10
391,628,1256,2399,2752,10
391,628,1256,2399,2618,10
391,628,1238,2399,2630,10
391,628,1238,2399,2752,10
391,628,1238,2399,2618,10
391,628,1329,2399,2752,10
391,628,1329,2399,2618,10
391,628,1522,2399,2630,10
391,628,1522,2399,2752,10
391,628,1522,2399,2618,10
391,628,1971,2399,2630,10
391,628,1971,2399,2752,10
391,628,1971,2399,2618,10
391,870,1531,2399,2618,10
391,870,1285,2399,2618,10
391,870,1238,2399,2618,10
391,870,1522,2399,2618,10
391,694,1962,2399,2630,10
391,694,1962,2399,2752,10
391,694,1962,2399,2618,10
391,694,1256,2399,2752,10
391,694,1256,2399,2618,10
391,694,1329,2399,2752,10
391,694,1329,2399,2618,10
391,694,1971,2399,2630,10
391,694,1971,2399,2752,10
391,694,1971,2399,2618,10
248,837,1962,2399,2740,10
248,837,1962,2399,2752,10
248,837,1962,2399,2618,10
248,837,1936,2399,2740,10
248,837,1936,2399,2752,10
248,837,1936,2399,2618,10
248,837,1971,2399,2740,10
248,837,1971,2399,2752,10
248,837,1971,2399,2618,10
248,837,1966,2399,2752,10
299,694,1329,2399,2752,10
299,694,1329,2399,2618,10
5,699,1637,2404,2723,10
5,699,1637,2404,2717,10
5,699,1631,2404,2723,10
5,699,1631,2404,2717,10
5,699,1282,2404,2723,10
5,699,1282,2404,2717,10
5,699,1480,2404,2723,10
5,699,1480,2404,2717,10
5,699,1119,2404,2723,10
5,699,1119,2404,2717,10
5,700,1637,2404,2723,10
5,700,1637,2404,2717,10
5,700,1631,2404,2723,10
5,700,1631,2404,2717,10
5,700,1282,2404,2723,10
5,700,1282,2404,2717,10
5,700,1480,2404,2723,10
5,700,1480,2404,2717,10
5,700,1119,2404,2723,10
5,700,1119,2404,2717,10
5,498,1637,2404,2723,10
5,498,1637,2404,2717,10
5,498,1637,2404,2585,10
5,498,1631,2404,2723,10
5,498,1631,2404,2717,10
5,498,1631,2404,2585,10
5,498,1282,2404,2723,10
5,498,1282,2404,2717,10
5,498,1480,2404,2723,10
5,498,1480,2404,2717,10
5,498,1480,2404,2585,10
5,498,1119,2404,2723,10
5,498,1119,2404,2717,10
5,498,1119,2404,2585,10
5,498,2149,2404,2723,10
5,498,2149,2404,2717,10
5,775,1637,2404,2723,10
5,775,1637,2404,2717,10
5,775,1637,2404,2585,10
5,775,1631,2404,2723,10
5,775,1631,2404,2717,10
5,775,1631,2404,2585,10
5,775,1282,2404,2723,10
5,775,1282,2404,2717,10
5,775,1480,2404,2723,10
5,775,1480,2404,2717,10
5,775,1480,2404,2585,10
5,775,1119,2404,2723,10
5,775,1119,2404,2717,10
5,775,1119,2404,2585,10
5,775,2149,2404,2723,10
5,775,2149,2404,2717,10
5,457,1637,2404,2723,10
5,457,1637,2404,2717,10
5,457,1637,2404,2585,10
5,457,1631,2404,2723,10
5,457,1631,2404,2717,10
5,457,1631,2404,2585,10
5,457,1282,2404,2723,10
5,457,1282,2404,2717,10
5,457,1480,2404,2723,10
5,457,1480,2404,2717,10
5,457,1480,2404,2585,10
5,457,1119,2404,2723,10
5,457,1119,2404,2717,10
5,457,1119,2404,2585,10
5,457,2149,2404,2723,10
5,457,2149,2404,2717,10
5,776,1637,2404,2723,10
5,776,1637,2404,2717,10
5,776,1637,2404,2585,10
5,776,1631,2404,2723,10
5,776,1631,2404,2717,10
5,776,1631,2404,2585,10
5,776,1282,2404,2723,10
5,776,1282,2404,2717,10
5,776,1480,2404,2723,10
5,776,1480,2404,2717,10
5,776,1480,2404,2585,10
5,776,1119,2404,2723,10
5,776,1119,2404,2717,10
5,776,1119,2404,2585,10
5,776,2149,2404,2723,10
5,776,2149,2404,2717,10
145,828,1637,2404,2723,10
145,828,1637,2404,2717,10
145,828,1631,2404,2723,10
145,828,1631,2404,2717,10
145,828,1923,2404,2723,10
145,828,1923,2404,2717,10
145,775,1637,2404,2723,10
145,775,1637,2404,2717,10
145,775,1637,2404,2585,10
145,775,1631,2404,2723,10
145,775,1631,2404,2717,10
145,775,1631,2404,2585,10
145,775,1480,2404,2723,10
145,775,1480,2404,2717,10
145,775,1480,2404,2585,10
102,828,1637,2404,2723,10
102,828,1637,2404,2717,10
102,828,1631,2404,2723,10
102,828,1631,2404,2717,10
102,828,1119,2404,2723,10
102,828,1119,2404,2717,10
102,828,2149,2404,2723,10
102,828,2149,2404,2717,10
102,498,2127,2404,2723,10
102,498,2127,2404,2717,10
102,498,2127,2404,2585,10
102,498,1637,2404,2723,10
102,498,1637,2404,2717,10
102,498,1637,2404,2585,10
102,498,1631,2404,2723,10
102,498,1631,2404,2717,10
102,498,1631,2404,2585,10
102,498,1119,2404,2723,10
102,498,1119,2404,2717,10
102,498,1119,2404,2585,10
102,498,2149,2404,2723,10
102,498,2149,2404,2717,10
102,775,1637,2404,2723,10
102,775,1637,2404,2717,10
102,775,1637,2404,2585,10
102,775,1631,2404,2723,10
102,775,1631,2404,2717,10
102,775,1631,2404,2585,10
102,775,1119,2404,2723,10
102,775,1119,2404,2717,10
102,775,1119,2404,2585,10
102,775,2149,2404,2723,10
102,775,2149,2404,2717,10
102,776,1637,2404,2723,10
102,776,1637,2404,2717,10
102,776,1637,2404,2585,10
102,776,1631,2404,2723,10
102,776,1631,2404,2717,10
102,776,1631,2404,2585,10
102,776,1119,2404,2723,10
102,776,1119,2404,2717,10
102,776,1119,2404,2585,10
102,776,2149,2404,2723,10
102,776,2149,2404,2717,10
175,699,1637,2404,2723,10
175,699,1637,2404,2717,10
175,699,1631,2404,2723,10
175,699,1631,2404,2717,10
175,699,1282,2404,2723,10
175,699,1282,2404,2717,10
175,699,1480,2404,2723,10
175,699,1480,2404,2717,10
175,699,1119,2404,2723,10
175,699,1119,2404,2717,10
175,700,1637,2404,2723,10
175,700,1637,2404,2717,10
175,700,1631,2404,2723,10
175,700,1631,2404,2717,10
175,700,1282,2404,2723,10
175,700,1282,2404,2717,10
175,700,1480,2404,2723,10
175,700,1480,2404,2717,10
175,700,1119,2404,2723,10
175,700,1119,2404,2717,10
175,498,2127,2404,2723,10
175,498,2127,2404,2717,10
175,498,2127,2404,2585,10
175,498,1637,2404,2723,10
175,498,1637,2404,2717,10
175,498,1637,2404,2585,10
175,498,1631,2404,2723,10
175,498,1631,2404,2717,10
175,498,1631,2404,2585,10
175,498,1282,2404,2723,10
175,498,1282,2404,2717,10
175,498,1480,2404,2723,10
175,498,1480,2404,2717,10
175,498,1480,2404,2585,10
175,498,1119,2404,2723,10
175,498,1119,2404,2717,10
175,498,1119,2404,2585,10
175,498,2149,2404,2723,10
175,498,2149,2404,2717,10
175,775,1637,2404,2723,10
175,775,1637,2404,2717,10
175,775,1637,2404,2585,10
175,775,1631,2404,2723,10
175,775,1631,2404,2717,10
175,775,1631,2404,2585,10
175,775,1282,2404,2723,10
175,775,1282,2404,2717,10
175,775,1480,2404,2723,10
175,775,1480,2404,2717,10
175,775,1480,2404,2585,10
175,775,1119,2404,2723,10
175,775,1119,2404,2717,10
175,775,1119,2404,2585,10
175,775,2149,2404,2723,10
175,775,2149,2404,2717,10
175,457,1637,2404,2723,10
175,457,1637,2404,2717,10
175,457,1637,2404,2585,10
175,457,1631,2404,2723,10
175,457,1631,2404,2717,10
175,457,1631,2404,2585,10
175,457,1282,2404,2723,10
175,457,1282,2404,2717,10
175,457,1480,2404,2723,10
175,457,1480,2404,2717,10
175,457,1480,2404,2585,10
175,457,1119,2404,2723,10
175,457,1119,2404,2717,10
175,457,1119,2404,2585,10
175,457,2149,2404,2723,10
175,457,2149,2404,2717,10
175,776,1637,2404,2723,10
175,776,1637,2404,2717,10
175,776,1637,2404,2585,10
175,776,1631,2404,2723,10
175,776,1631,2404,2717,10
175,776,1631,2404,2585,10
175,776,1282,2404,2723,10
175,776,1282,2404,2717,10
175,776,1480,2404,2723,10
175,776,1480,2404,2717,10
175,776,1480,2404,2585,10
175,776,1119,2404,2723,10
175,776,1119,2404,2717,10
175,776,1119,2404,2585,10
175,776,2149,2404,2723,10
175,776,2149,2404,2717,10
180,699,1637,2404,2723,10
180,699,1637,2404,2717,10
180,699,1480,2404,2723,10
180,699,1480,2404,2717,10
180,699,1119,2404,2723,10
180,699,1119,2404,2717,10
180,498,2127,2404,2723,10
180,498,2127,2404,2717,10
180,498,2127,2404,2585,10
180,498,1637,2404,2723,10
180,498,1637,2404,2717,10
180,498,1637,2404,2585,10
180,498,1480,2404,2723,10
180,498,1480,2404,2717,10
180,498,1480,2404,2585,10
180,498,1119,2404,2723,10
180,498,1119,2404,2717,10
180,498,1119,2404,2585,10
180,776,1637,2404,2723,10
180,776,1637,2404,2717,10
180,776,1637,2404,2585,10
180,776,1480,2404,2723,10
180,776,1480,2404,2717,10
180,776,1480,2404,2585,10
180,776,1119,2404,2723,10
180,776,1119,2404,2717,10
180,776,1119,2404,2585,10
208,828,1637,2404,2723,10
208,828,1637,2404,2717,10
208,828,1631,2404,2723,10
208,828,1631,2404,2717,10
208,828,1119,2404,2723,10
208,828,1119,2404,2717,10
208,775,1637,2404,2723,10
208,775,1637,2404,2717,10
208,775,1637,2404,2585,10
208,775,1631,2404,2723,10
208,775,1631,2404,2717,10
208,775,1631,2404,2585,10
208,775,1119,2404,2723,10
208,775,1119,2404,2717,10
208,775,1119,2404,2585,10
208,776,1637,2404,2723,10
208,776,1637,2404,2717,10
208,776,1637,2404,2585,10
208,776,1631,2404,2723,10
208,776,1631,2404,2717,10
208,776,1631,2404,2585,10
208,776,1119,2404,2723,10
208,776,1119,2404,2717,10
208,776,1119,2404,2585,10
77,457,1923,2404,2723,10
77,457,1923,2404,2717,10
77,457,1480,2404,2723,10
77,457,1480,2404,2717,10
382,498,2127,2404,2723,10
382,498,2127,2404,2717,10
382,498,2127,2404,2585,10
382,498,1637,2404,2723,10
382,498,1637,2404,2717,10
382,498,1637,2404,2585,10
382,498,1631,2404,2723,10
382,498,1631,2404,2717,10
382,498,1631,2404,2585,10
382,498,1282,2404,2723,10
382,498,1282,2404,2717,10
382,498,1480,2404,2723,10
382,498,1480,2404,2717,10
382,498,1480,2404,2585,10
382,498,1119,2404,2723,10
382,498,1119,2404,2717,10
382,498,1119,2404,2585,10
382,498,2149,2404,2723,10
382,498,2149,2404,2717,10
382,457,1637,2404,2723,10
382,457,1637,2404,2717,10
382,457,1637,2404,2585,10
382,457,1631,2404,2723,10
382,457,1631,2404,2717,10
382,457,1631,2404,2585,10
382,457,1282,2404,2723,10
382,457,1282,2404,2717,10
382,457,1480,2404,2723,10
382,457,1480,2404,2717,10
382,457,1480,2404,2585,10
382,457,1119,2404,2723,10
382,457,1119,2404,2717,10
382,457,1119,2404,2585,10
382,457,2149,2404,2723,10
382,457,2149,2404,2717,10
433,752,1238,2408,2683,10
433,752,1238,2408,2727,10
433,752,1238,2408,2765,10
433,752,1778,2408,2683,10
433,752,1778,2408,2727,10
433,752,1778,2408,2765,10
433,752,1671,2408,2683,10
433,752,1671,2408,2727,10
433,752,1671,2408,2765,10
433,734,1285,2408,2765,10
433,734,1238,2408,2765,10
433,734,1778,2408,2765,10
433,734,1671,2408,2765,10
287,937,1354,2408,2683,10
287,937,1354,2408,2727,10
193,752,1238,2408,2683,10
193,752,1238,2408,2727,10
193,752,1238,2408,2765,10
193,752,1778,2408,2683,10
193,752,1778,2408,2727,10
193,752,1778,2408,2765,10
193,752,1671,2408,2683,10
193,752,1671,2408,2727,10
193,752,1671,2408,2765,10
193,734,1285,2408,2765,10
193,734,1238,2408,2765,10
193,734,1778,2408,2765,10
193,734,1671,2408,2765,10
143,752,1238,2408,2683,10
143,752,1238,2408,2727,10
143,752,1238,2408,2765,10
143,752,1778,2408,2683,10
143,752,1778,2408,2727,10
143,752,1778,2408,2765,10
143,752,1671,2408,2683,10
143,752,1671,2408,2727,10
143,752,1671,2408,2765,10
143,734,1285,2408,2765,10
143,734,1238,2408,2765,10
143,734,1778,2408,2765,10
143,734,1671,2408,2765,10
150,937,1354,2408,2683,10
150,937,1354,2408,2727,10
150,937,1354,2408,2765,10
391,752,1238,2408,2683,10
391,752,1238,2408,2727,10
391,752,1238,2408,2765,10
391,752,1778,2408,2683,10
391,752,1778,2408,2727,10
391,752,1778,2408,2765,10
391,734,1285,2408,2765,10
391,734,1238,2408,2765,10
391,734,1778,2408,2765,10
431,734,1778,2408,2765,10
431,734,1671,2408,2765,10
265,734,1285,2408,2765,10
265,734,1238,2408,2765,10
265,734,1671,2408,2765,10
407,752,1238,2408,2683,10
407,752,1238,2408,2727,10
407,752,1238,2408,2765,10
407,752,1778,2408,2683,10
407,752,1778,2408,2727,10
407,752,1778,2408,2765,10
407,752,1671,2408,2683,10
407,752,1671,2408,2727,10
407,752,1671,2408,2765,10
407,734,1285,2408,2765,10
407,734,1238,2408,2765,10
407,734,1778,2408,2765,10
407,734,1671,2408,2765,10
153,687,2047,2410,2771,10
153,1004,2047,2410,2771,10
153,491,2047,2410,2771,10
194,687,2047,2410,2771,10
194,1004,2047,2410,2771,10
194,491,2047,2410,2771,10
399,687,2047,2410,2771,10
399,1004,2047,2410,2771,10
399,491,2047,2410,2771,10
154,687,2047,2410,2771,10
154,1004,2047,2410,2771,10
154,491,2047,2410,2771,10
210,687,2047,2410,2771,10
210,1004,2047,2410,2771,10
210,491,2047,2410,2771,10
243,714,2150,2375,2689,10
243,714,2150,2375,2532,10
243,714,1221,2375,2689,10
243,715,2150,2375,2689,10
243,715,2150,2375,2532,10
243,743,1528,2375,2689,10
243,743,2150,2375,2689,10
243,743,2150,2375,2532,10
243,743,1221,2375,2689,10
297,714,2160,2375,2689,10
297,714,2160,2375,2613,10
297,714,2160,2375,2532,10
297,714,2160,2375,2623,10
297,714,2150,2375,2689,10
297,714,2150,2375,2613,10
297,714,2150,2375,2532,10
297,714,2150,2375,2623,10
297,714,1221,2375,2689,10
297,714,1195,2375,2755,10
297,714,1195,2375,2689,10
297,714,1195,2375,2613,10
297,714,1195,2375,2532,10
297,714,1195,2375,2623,10
297,715,2160,2375,2689,10
297,715,2160,2375,2532,10
297,715,2160,2375,2623,10
297,715,2150,2375,2689,10
297,715,2150,2375,2532,10
297,715,2150,2375,2623,10
297,715,1195,2375,2689,10
297,715,1195,2375,2532,10
297,715,1195,2375,2623,10
297,630,2150,2375,2689,10
297,630,2150,2375,2623,10
15,714,2160,2375,2689,10
15,714,2160,2375,2613,10
15,714,2160,2375,2532,10
15,714,2160,2375,2623,10
15,714,2150,2375,2689,10
15,714,2150,2375,2613,10
15,714,2150,2375,2532,10
15,714,2150,2375,2623,10
15,714,1221,2375,2689,10
15,714,1195,2375,2755,10
15,714,1195,2375,2689,10
15,714,1195,2375,2613,10
15,714,1195,2375,2532,10
15,714,1195,2375,2623,10
15,715,2160,2375,2689,10
15,715,2160,2375,2532,10
15,715,2160,2375,2623,10
15,715,2150,2375,2689,10
15,715,2150,2375,2532,10
15,715,2150,2375,2623,10
15,715,1195,2375,2689,10
15,715,1195,2375,2532,10
15,715,1195,2375,2623,10
15,743,2160,2375,2689,10
15,743,2160,2375,2532,10
15,743,1528,2375,2689,10
15,743,2150,2375,2689,10
15,743,2150,2375,2532,10
15,743,1221,2375,2689,10
15,743,1195,2375,2689,10
15,743,1195,2375,2532,10
15,630,2150,2375,2689,10
15,630,2150,2375,2623,10
173,714,2150,2375,2689,10
173,714,2150,2375,2613,10
173,714,2150,2375,2532,10
173,630,2150,2375,2689,10
86,714,2160,2375,2689,10
86,714,2160,2375,2613,10
86,714,2160,2375,2532,10
86,714,2150,2375,2689,10
86,714,2150,2375,2613,10
86,714,2150,2375,2532,10
86,714,1221,2375,2689,10
86,714,1195,2375,2755,10
86,714,1195,2375,2689,10
86,714,1195,2375,2613,10
86,714,1195,2375,2532,10
86,743,2160,2375,2689,10
86,743,2160,2375,2532,10
86,743,1528,2375,2689,10
86,743,2150,2375,2689,10
86,743,2150,2375,2532,10
86,743,1221,2375,2689,10
86,743,1195,2375,2689,10
86,743,1195,2375,2532,10
86,630,2150,2375,2689,10
49,714,2150,2375,2689,10
49,714,2150,2375,2613,10
49,714,2150,2375,2532,10
49,630,2150,2375,2689,10
388,714,2160,2375,2689,10
388,714,2160,2375,2613,10
388,714,2160,2375,2532,10
388,714,2160,2375,2623,10
388,714,2150,2375,2689,10
388,714,2150,2375,2613,10
388,714,2150,2375,2532,10
388,714,2150,2375,2623,10
388,714,1195,2375,2755,10
388,714,1195,2375,2689,10
388,714,1195,2375,2613,10
388,714,1195,2375,2532,10
388,714,1195,2375,2623,10
388,630,2150,2375,2689,10
388,630,2150,2375,2623,10
436,714,2160,2375,2689,10
436,714,2160,2375,2613,10
436,714,2150,2375,2689,10
436,714,2150,2375,2613,10
436,714,1221,2375,2689,10
436,714,1195,2375,2755,10
436,714,1195,2375,2689,10
436,714,1195,2375,2613,10
436,715,2160,2375,2689,10
436,715,2150,2375,2689,10
436,715,1195,2375,2689,10
308,714,2160,2375,2689,10
308,714,2160,2375,2613,10
308,714,2160,2375,2532,10
308,714,2160,2375,2623,10
308,714,2150,2375,2689,10
308,714,2150,2375,2613,10
308,714,2150,2375,2532,10
308,714,2150,2375,2623,10
356,630,2150,2375,2689,10
356,630,2150,2375,2623,10
372,714,2150,2375,2689,10
372,714,2150,2375,2613,10
372,714,2150,2375,2532,10
372,715,2150,2375,2689,10
372,715,2150,2375,2532,10
139,714,2160,2375,2689,10
139,714,2160,2375,2613,10
139,714,2160,2375,2532,10
139,714,2160,2375,2623,10
139,714,2150,2375,2689,10
139,714,2150,2375,2613,10
139,714,2150,2375,2532,10
139,714,2150,2375,2623,10
139,714,1221,2375,2689,10
139,714,1195,2375,2755,10
139,714,1195,2375,2689,10
139,714,1195,2375,2613,10
139,714,1195,2375,2532,10
139,714,1195,2375,2623,10
139,715,2160,2375,2689,10
139,715,2160,2375,2532,10
139,715,2160,2375,2623,10
139,715,2150,2375,2689,10
139,715,2150,2375,2532,10
139,715,2150,2375,2623,10
139,715,1195,2375,2689,10
139,715,1195,2375,2532,10
139,715,1195,2375,2623,10
139,743,2160,2375,2689,10
139,743,2160,2375,2532,10
139,743,1528,2375,2689,10
139,743,2150,2375,2689,10
139,743,2150,2375,2532,10
139,743,1221,2375,2689,10
139,743,1195,2375,2689,10
139,743,1195,2375,2532,10
139,630,2150,2375,2689,10
139,630,2150,2375,2623,10
141,714,2150,2375,2689,10
141,714,1221,2375,2689,10
141,715,2150,2375,2689,10
141,743,2150,2375,2689,10
141,743,1221,2375,2689,10
296,714,2160,2375,2689,10
296,714,2160,2375,2613,10
296,714,2160,2375,2532,10
296,714,2160,2375,2623,10
296,714,2150,2375,2689,10
296,714,2150,2375,2613,10
296,714,2150,2375,2532,10
296,714,2150,2375,2623,10
296,714,1195,2375,2755,10
296,714,1195,2375,2689,10
296,714,1195,2375,2613,10
296,714,1195,2375,2532,10
296,714,1195,2375,2623,10
296,715,2160,2375,2689,10
296,715,2160,2375,2532,10
296,715,2160,2375,2623,10
296,715,2150,2375,2689,10
296,715,2150,2375,2532,10
296,715,2150,2375,2623,10
296,715,1195,2375,2689,10
296,715,1195,2375,2532,10
296,715,1195,2375,2623,10
296,630,2150,2375,2689,10
296,630,2150,2375,2623,10
292,717,2161,2376,2557,10
292,717,2161,2376,2629,10
292,717,2161,2376,2556,10
292,717,2163,2376,2557,10
292,717,2163,2376,2629,10
292,717,2163,2376,2617,10
292,717,2163,2376,2556,10
292,717,2155,2376,2557,10
292,717,2155,2376,2629,10
292,717,2155,2376,2617,10
292,717,2155,2376,2556,10
292,716,2161,2376,2557,10
292,716,2161,2376,2556,10
292,716,2155,2376,2557,10
292,716,2155,2376,2556,10
292,716,2157,2376,2557,10
292,716,2157,2376,2556,10
292,718,2161,2376,2557,10
292,718,2161,2376,2629,10
292,718,2161,2376,2556,10
292,718,1529,2376,2557,10
292,718,1529,2376,2629,10
292,718,1529,2376,2556,10
292,718,2155,2376,2557,10
292,718,2155,2376,2629,10
292,718,2155,2376,2556,10
292,718,2157,2376,2557,10
292,718,2157,2376,2629,10
292,718,2157,2376,2556,10
15,717,2161,2376,2557,10
15,717,2161,2376,2629,10
15,717,2161,2376,2556,10
15,717,2163,2376,2557,10
15,717,2163,2376,2629,10
15,717,2163,2376,2617,10
15,717,2163,2376,2556,10
15,717,2155,2376,2557,10
15,717,2155,2376,2629,10
15,717,2155,2376,2617,10
15,717,2155,2376,2556,10
15,718,2161,2376,2557,10
15,718,2161,2376,2629,10
15,718,2161,2376,2556,10
15,718,1529,2376,2557,10
15,718,1529,2376,2629,10
15,718,1529,2376,2556,10
15,718,2155,2376,2557,10
15,718,2155,2376,2629,10
15,718,2155,2376,2556,10
15,718,2157,2376,2557,10
15,718,2157,2376,2629,10
15,718,2157,2376,2556,10
296,717,2161,2376,2557,10
296,717,2161,2376,2629,10
296,717,2161,2376,2556,10
296,717,2155,2376,2557,10
296,717,2155,2376,2629,10
296,717,2155,2376,2617,10
296,717,2155,2376,2556,10
296,716,2161,2376,2557,10
296,716,2161,2376,2556,10
296,716,2155,2376,2557,10
296,716,2155,2376,2556,10
296,716,2157,2376,2557,10
296,716,2157,2376,2556,10
296,718,2161,2376,2557,10
296,718,2161,2376,2629,10
296,718,2161,2376,2556,10
296,718,2155,2376,2557,10
296,718,2155,2376,2629,10
296,718,2155,2376,2556,10
296,718,2157,2376,2557,10
